id,trade_date,stock_code,stock_name,is_traded,open_price,high_price,low_price,close_price,vwap,turnover_value,circ_market_cap,total_market_cap,days_since_ipo,report_quarter,report_year,net_profit,net_profit_ttm,net_profit_ttm_yoy,net_profit_single,net_profit_single_yoy,net_profit_single_qoq,operating_cash_flow,operating_cash_flow_ttm,operating_cash_flow_ttm_yoy,operating_cash_flow_single,operating_cash_flow_single_yoy,operating_cash_flow_single_qoq,net_assets,change_10d,change_20d,bias_5,bias_10,bias_20,amplitude_5,amplitude_10,amplitude_20,change_std_5,change_std_10,change_std_20,amount_std_5,amount_std_10,amount_std_20,kdj_k,kdj_d,kdj_j,dif,dea,macd,pe_inverse,pb_inverse,sw_level1,sw_level2,sw_level3,change_pct,next_period_changes,created_at
11,2006-12-29,600012.SH,皖通高速,1,5.71,6.07,5.4,5.86,5.864861042109174,1257606348.0,1758000000.0,9719454600.0,918,,,,,,,,,,,,,,,4748796745.54,-0.008726003490401535,0.005309734513274211,0.009996552912788781,0.009648518263266848,0.02349139813116774,0.07815275310834813,0.0858676207513418,0.12407407407407423,0.02206079089359956,0.017845711979166238,0.02156330519006361,30292257.12771286,24997724.889572147,22024324.09354034,47.705122328096856,53.829514038793576,35.45633890670342,0.09119333629810367,0.09912209237028916,-0.015857512144370978,,,,,,0.03716814159292037,"[0.029010238907849706, 0.06467661691542292, 0.03426791277258556, -0.0060240963855421326, 0.05909090909090908, -0.03719599427753928, -0.025260029717682153, 0.05640243902439024, 0.0028860028860029363, 0.02446043165467615, 0.0, 0.016853932584269593, 0.03314917127071837, -0.02406417112299475, -0.004109589041095929, -0.05226960110041268, 0.044992743105950694, 0.026388888888888795, 0.02706359945872805, -0.055335968379446654]",2026-04-02 16:08:48
12,2006-12-29,600015.SH,华夏银行,1,6.32,7.48,5.98,7.39,7.356318774705098,13635937818.0,11528400000.0,31038000000.0,731,,,,,,,,,,,,,,,11247080644.350037,0.07819548872180437,0.13809523809523805,0.057527189467659,0.08294255568581499,0.11606131541191611,0.14900153609831057,0.15968992248062075,0.2508361204013383,0.024731117336896577,0.024891997428117506,0.03031779373544125,242895466.47679722,261570430.15390605,241392116.0400554,73.48947472124117,64.79260275508274,90.88321865355803,0.43729000241254745,0.4021848071428523,0.07021039053939027,,,,,,0.1730158730158735,"[0.010825439783491264, -0.08165997322623819, 0.0, 0.09183673469387754, 0.013351134846461887, -0.040843214756258184, -0.019230769230769273, 0.05882352941176472, 0.021164021164021163, 0.010362694300518172, -0.03205128205128205, 0.018543046357615944, 0.0533159947984394, 0.10000000000000009, 0.02581369248035914, 0.002188183807439792, 0.10043668122270732, 0.10019841269841279, 0.026149684400360806, -0.10017574692442888]",2026-04-02 16:08:48
13,2006-12-29,600016.SH,民生银行,1,7.07,10.34,6.9,10.2,10.119863246750757,16758014458.0,62355977301.6,103702500074.0,1411,,,,,,,,,,,,,,,17403095000.0,0.12629161882893225,0.3875530410183876,0.04916683809915634,0.09430318635339541,0.16551448323144569,0.15530726256983218,0.19124423963133586,0.4985507246376806,0.03192249222177149,0.028616799774418507,0.02875981536632432,250332537.1690509,292525972.8235219,274734853.29394346,81.75916515111385,78.98553249727284,87.30643045879586,3.9189851681038945,3.496150386880388,0.8456695624470134,,,,,,0.4427157001414421,"[0.0009803921568629637, -0.05876591576885415, 0.008324661810613865, 0.042311661506708065, 0.006930693069306937, -0.04031465093412001, -0.0071721311475410054, 0.0, 0.05675954592363275, 0.0107421875, -0.049275362318840554, 0.030487804878048808, 0.02268244575936862, 0.10028929604628756, 0.010517090271691343, 0.012142237640936804, 0.10025706940874035, 0.08878504672897192, -0.05221745350500717, -0.0928301886792453]",2026-04-02 16:08:48
14,2006-12-29,600017.SH,日照港,1,6.94,8.46,6.86,7.22,7.1772988256789345,2476286401.0,1328480000.0,4548600000.0,54,,,,,,,,,,,,,,,2399260906.51,-0.052208835341365445,0.02164502164502169,-0.012852064533770857,-0.02577250033733658,-0.03919089759797756,0.08857142857142852,0.09571428571428608,0.20857142857142885,0.02223498227321426,0.018127805721687977,0.035111317088119424,8279211.773320879,24795728.603141703,68555953.03287573,26.00876696523436,27.510312570267203,23.00567575516868,0.04263418367519023,0.11110419328217733,-0.1369400192139742,,,,,,0.041847041847042465,"[0.005540166204986097, 0.031680440771350016, 0.040053404539385884, -0.005134788189987138, 0.0335483870967741, 0.03245942571785276, -0.047158403869407506, 0.030456852791878042, 0.04310344827586232, -0.0365997638724912, -0.0085784313725491, 0.028430160692212603, 0.09975961538461542, 0.0, -0.0360655737704918, -0.02267573696145142, -0.015081206496519561, 0.03415783274440498, -0.018223234624145768, -0.06264501160092795]",2026-04-02 16:08:48
15,2006-12-29,600018.SH,上港集团,1,5.08,7.6,5.05,6.99,6.855236598733637,21785304476.0,16927756744.5,146724947775.0,1494,,,,,,,,,,,,,,,28507786542.07,-0.012213740458015265,0.27111984282907664,0.05239385727190604,0.034942256440628094,0.05772868275705534,0.1163522012578615,0.13050314465408763,0.4757281553398054,0.043682550573264714,0.035416417928617286,0.056191375810048606,417318829.43916357,406881031.51863766,611811313.0095263,44.93233524603886,43.6962698671548,47.40446600380699,4.2333958896358865,5.022996747151614,-1.5792017150314557,,,,,,0.3732809430255397,"[-0.0028612303290415086, 0.03156384505021537, 0.10013908205841449, 0.01896333754740831, -0.004962779156327701, -0.00872817955112215, -0.07169811320754715, 0.06233062330623307, -0.011479591836734637, -0.01935483870967747, -0.02499999999999991, 0.055330634278002666, 0.01790281329923271, -0.03015075376884424, 0.045336787564767, 0.04213135068153662, -0.02021403091557672, 0.01577669902912615, -0.028673835125447855, -0.06396063960639609]",2026-04-02 16:08:48
16,2006-12-29,600019.SH,宝钢股份,1,6.9,8.8,6.7,8.66,8.520817162904494,12986562967.0,32883201475.1,151653920000.0,1410,,,,,,,,,,,,,,,82764952818.9,0.06666666666666665,0.19298245614035103,0.06834443622008401,0.10248249522597108,0.1432343234323441,0.1956521739130439,0.21546961325966918,0.2941176470588247,0.02233839137797737,0.03207348286344694,0.027435453812960326,148472563.36732444,179516992.47067043,181527723.31862172,73.17006714689809,63.251802896914626,93.00659564686504,0.6421530660757284,0.6023055089311738,0.07969511428910914,,,,,,0.26608187134502925,"[0.05542725173210172, -0.004376367614879806, -0.015384615384615219, 0.06361607142857117, 0.00734522560335793, -0.022916666666666585, -0.04904051172707902, 0.03587443946188351, -0.007575757575757569, 0.018538713195201728, -0.06102783725910066, -0.007981755986317007, 0.048275862068965614, 0.0635964912280702, 0.039175257731958846, -0.058531746031746046, 0.03688092729188619, 0.05182926829268286, 0.02801932367149762, -0.08176691729323315]",2026-04-02 16:08:48
17,2006-12-29,600020.SH,中原高速,1,3.96,4.79,3.96,4.7,4.6534875717250195,3530611496.0,2581992000.0,7402500000.0,766,,,,,,,,,,,,,,,4522746219.45,0.06511627906976747,0.1594936708860759,0.036612262902514514,0.05263157894736836,0.07073698598929257,0.1087962962962965,0.1514423076923077,0.18858560794044688,0.03373847040899204,0.02688669131993478,0.03532851415318732,101959827.8058943,81246423.92302716,91221156.31505764,75.01477640783345,69.22820226253374,86.58792469843289,0.2642559081210738,0.2392302065862013,0.05005140306974498,,,,,,0.18987341772151867,"[0.03191489361702127, 0.05567010309278353, 0.01171875, 0.007722007722007707, 0.021072796934865856, -0.031894934333958735, -0.0736434108527132, 0.05648535564853541, 0.001980198019801982, -0.025691699604743046, 0.024340770791074995, 0.0435643564356436, 0.05692599620493377, -0.012567324955116699, 0.0018181818181817189, -0.05807622504537191, 0.0019267822736031004, 0.017307692307692246, -0.011342155009451682, -0.053537284894837556]",2026-04-02 16:08:48
18,2006-12-29,600021.SH,上海电力,1,4.52,4.97,4.36,4.84,4.850102369450836,882944871.0,1533312000.0,7567364200.0,743,,,,,,,,,,,,,,,8332877057.759998,0.04347826086956519,0.06430155210643007,0.032863849765258024,0.043328303513688216,0.054121746705869445,0.11434977578475336,0.11434977578475336,0.13990825688073372,0.02376806887754771,0.019257900160411005,0.018846347694978068,51668549.9288391,38493933.131996125,28637953.28642302,66.20780162655758,61.81954348587606,74.98431790792064,0.08322375343596544,0.061323259456751086,0.04380098795842871,,,,,,0.07317073170731736,"[0.008264462809917328, 0.07377049180327866, 0.028625954198473247, 0.0037105751391466324, 0.007393715341959428, -0.022018348623853212, -0.07129455909943716, 0.04040404040404044, 0.0019417475728153999, 0.011627906976744207, -0.003831417624520994, 0.030769230769230882, 0.042910447761193904, -0.0017889087656529634, 0.016129032258064502, -0.05291005291005291, -0.003724394785847407, 0.029906542056074903, 0.014519056261343088, -0.035778175313059046]",2026-04-02 16:08:48
19,2006-12-29,600022.SH,济南钢铁,1,6.67,7.88,6.18,7.68,7.6851098862208085,1391480467.0,2635776000.0,8663040000.0,574,,,,,,,,,,,,,,,4364696926.82,0.050287356321839116,0.09595202398800584,0.04546692077320991,0.07053247839420118,0.1132048122916367,0.17611940298507478,0.19393939393939386,0.27508090614886793,0.03529362690976158,0.0326579982164162,0.03074162544899125,27176290.96495282,24230060.037754796,20881708.6895644,75.37815173951397,70.6975575536302,84.7393401112815,0.5038434328515677,0.46531102760068194,0.07706481050177161,,,,,,0.15142428785607276,"[0.08333333333333348, 0.02163461538461542, -0.005882352941176561, 0.08402366863905342, 0.029475982532751077, -0.02332979851537631, -0.032573289902280256, 0.024691358024691468, -0.004381161007667167, 0.06160616061606161, -0.050777202072538885, -0.0021834061135370675, 0.06126914660831506, 0.09484536082474238, 0.010357815442561424, -0.07735321528424977, 0.03737373737373728, 0.04284323271665058, -0.016806722689075793, -0.09971509971509962]",2026-04-02 16:08:48
20,2006-12-29,600026.SH,中海发展,1,9.37,10.69,9.26,10.35,10.194471441421626,3845245682.0,4673025000.0,34424100000.0,1076,,,,,,,,,,,,,,,11754859285.42,-0.014358974358974375,0.020169851380042347,0.06001638672675136,0.05150868637610517,0.05049479827454961,0.12903225806451624,0.12903225806451624,0.1544276457883369,0.04078134171554768,0.0311280755765715,0.03153679932542298,182969444.1986149,126860067.67147984,93343400.2092969,53.64417617143001,46.1391816974612,68.65416511936763,0.1863289935865673,0.22348346656207319,-0.07430894595101178,,,,,,0.09872611464968095,"[0.004830917874396157, 0.03653846153846141, 0.05658627087198531, -0.0008779631255486642, 0.027240773286467457, 0.03507271171941828, -0.02066115702479343, 0.059071729957806074, 0.01195219123505975, 0.007086614173228423, 0.0031274433150900727, 0.09197194076383464, 0.04996431120628131, -0.05370496261046909, 0.007902298850574585, -0.07555238774055584, 0.0023130300693907646, 0.019230769230769162, 0.007547169811320753, -0.08614232209737827]",2026-04-02 16:08:48
